Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess
Logistic Regression,OSTEO,allpain_v_duloxetine,0.7333333333333333,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
LDA,OSTEO,allpain_v_duloxetine,0.36,,0.7466666666666667,0.56,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.6533333333333333,0.5733333333333334,0.7466666666666667
SVM,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
KNN-1,OSTEO,allpain_v_duloxetine,0.4,,0.41333333333333333,0.4,0.49333333333333335,0.4666666666666667,0.25333333333333335,0.30666666666666664,0.3466666666666667,0.7466666666666667
KNN-2,OSTEO,allpain_v_duloxetine,0.6933333333333334,,0.7066666666666667,0.68,0.72,0.6933333333333334,0.7466666666666667,0.72,0.72,0.7466666666666667
KNN-3,OSTEO,allpain_v_duloxetine,0.5866666666666667,,0.5733333333333334,0.6133333333333333,0.6933333333333334,0.6933333333333334,0.7466666666666667,0.6266666666666667,0.6533333333333333,0.7466666666666667
KNN-4,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
KNN-5,OSTEO,allpain_v_duloxetine,0.72,,0.68,0.7066666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7066666666666667,0.72,0.7466666666666667
KNN-6,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
KNN-7,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.72,0.7466666666666667
KNN-8,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
KNN-9,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7333333333333333,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7333333333333333,0.7466666666666667
KNN-10,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
KNN-20,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667
